"OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07288000","BIG SUNFLOWER RIVER AT CLARKSDALE, MS","Stream",NA,"08030207",108,"sq mi",108,"sq mi",34.1973309,-90.575099,NA,5,"seconds","Interpolated from MAP.","NAD83",131,"feet",10,"feet","Unknown.","NGVD29","US","28","027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07288360","SEWAGE DISPOSAL DITCH AT CLEVELAND, MISS.","Stream: Ditch",NA,"08030207",NA,NA,NA,NA,33.7620577,-90.7112075,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07288362","LEAD BAYOU TRIBUTARY NO. 1 NEAR CLEVELAND, MISS.","Stream",NA,"08030207",NA,NA,NA,NA,33.7328914,-90.6967623,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07288363","LEAD BAYOU TRIBUTARY NO. 1 NEAR BOYLE, MISS.","Stream",NA,"08030207",NA,NA,NA,NA,33.7181695,-90.680095,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07288364","LEAD BAYOU TRIBUTARY NO. 2 NEAR BOYLE, MISS.","Stream",NA,"08030207",NA,NA,NA,NA,33.704003,-90.678428,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07288365","LEAD BAYOU NR BOYLE, MS","Stream",NA,"08030207",NA,NA,NA,NA,33.7187252,-90.6428718,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","133",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07288650","BOGUE PHALIA NR LELAND, MS","Stream",NA,"08030207",484,"sq mi",484,"sq mi",33.3966667,-90.8477778,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",86.21,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US","28","151",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07288680","BIG SUNFLOWER RIVER AT LITTLE CALLAO LANDING, MS","Stream",NA,"08030207",2290,"sq mi",NA,NA,33.1840118,-90.6862058,NA,5,"seconds","Interpolated from MAP.","NAD83",66.02,"feet",10,"feet","Unknown.","NGVD29","US","28","151",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07288730","DEER CREEK AT SCOTT, MS","Stream",NA,"08030207",NA,NA,NA,NA,33.5961111,-91.0780556,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,NA,NA,NA,NA,NA,"US","28","011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-0728875070","DEER CREEK EAST OF LELAND, MS","Stream",NA,"08030207",80,"sq mi",80,"sq mi",33.4011111,-90.8919444,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",107,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US","28","151",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07288770","DEER CREEK NR HOLLANDALE, MS","Stream",NA,"08030207",98,"sq mi",NA,NA,33.1498447,-90.8464885,NA,5,"seconds","Interpolated from MAP.","NAD83",93.57,"feet",10,"feet","Unknown.","NGVD29","US","28","151",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-325427090524500","DEER CREEK AT ROLLING FORK, MS","Stream",NA,"08030207",NA,NA,NA,NA,32.9075,-90.8791667,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,NA,NA,NA,NA,NA,"US","28","125",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07288780","DEER CREEK AT CARY, MS","Stream",NA,"08030209",NA,NA,NA,NA,32.8175,-90.9213889,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,NA,NA,NA,NA,NA,"US","28","125",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-323805090514700","DEER CREEK AT VALLEY PARK, MS","Stream",NA,"08030209",NA,NA,NA,NA,32.6347222,-90.8630556,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,NA,NA,NA,NA,NA,"US","28","055",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07288800","YAZOO RIVER AT REDWOOD, MS","Stream",NA,"08030208",12603,"sq mi",12603,"sq mi",32.4873633,-90.8173251,NA,5,"seconds","Interpolated from MAP.","NAD83",40.17,"feet",10,"feet","Unknown.","NGVD29","US","28","149",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07288955","YAZOO RIVER BL STEELE BAYOU NR LONG LAKE, MS","Stream",NA,"08030208",13355,"sq mi",13355,"sq mi",32.4441667,-90.9141667,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",0,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US","28","149",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-AR","USGS Arkansas Water Science Center","USGS-07265450","MISSISSIPPI RIV NR ARKANSAS CITY, ARK.","Stream",NA,"08030100",1130600,"sq mi",NA,NA,33.557612,-91.2376135,NA,10,"seconds","Interpolated from MAP.","NAD83",96.66,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US","05","041",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07289000","MISSISSIPPI RIVER AT VICKSBURG, MS","Stream",NA,"08030100",1144500,"sq mi",1140500,"sq mi",32.315,-90.9058333,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",46.22,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US","28","149",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"LADEQWPD_WQX","LDEQ/water Planning And Assessment (Louisiana)","LADEQWPD_WQX-3614","Corney Bayou at Cupps Crossing Road","River/Stream",NA,"08030100",NA,NA,NA,NA,32.9713833333,-91.12562222222,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
