USGS_gage,Long,Lat,HUC8,Watershed,Site_name
USGS-07288624,-90.706389,33.309444,8030207,Big Sunflower,"BIG SUNFLOWER RIVER AT KINLOCK, MS"
USGS-0728862450,-90.730096,33.254288,8030207,Big Sunflower,"BIG SUNFLOWER ABOVE BOGUE PHALIA NR DARLOVE, MS"
USGS-07288625,-90.893056,33.963056,8030207,Big Sunflower,"BOGUE PHALIA NEAR PERTHSHIRE, MS"
USGS-07288633,-90.876944,33.804444,8030207,Big Sunflower,"BOGUE PHALIA AT PACE, MS"
USGS-07288636,-90.852602,33.792056,8030207,Big Sunflower,"TOMMIE BAYOU AT PACE, MS"
USGS-07288637,-90.844117,33.897389,8030207,Big Sunflower,"SNAKE CREEK NEAR WINSTONVILLE, MS"
USGS-07288641,-90.874722,33.703611,8030207,Big Sunflower,"BOGUE PHALIA NR SKENE, MS"
USGS-07288643,-90.852778,33.602778,8030207,Big Sunflower,"BOGUE PHALIA NR SHAW, MS"
USGS-07288644,-90.859266,33.559004,8030207,Big Sunflower,"BOGUE PHALIA NEAR CHOCTAW, MS"
USGS-07288645,-90.863889,33.5075,8030207,Big Sunflower,"BOGUE PHALIA AT NAPANEE, MS"
USGS-07288646,-90.868889,33.503611,8030207,Big Sunflower,"CLEAR CREEK AT NAPANEE, MS"
USGS-0728864650,-90.954531,33.627981,8030207,Big Sunflower,"CLEAR CREEK NEAR GRAPELAND, MS"
USGS-07288647,-90.858988,33.447061,8030207,Big Sunflower,"BOGUE PHALIA ABOVE ELIZABETH, MS"
USGS-0728864985,-90.839167,33.412778,8030207,Big Sunflower,"BOGUE PHALIA AT HWY 82 NEAR LELAND, MS"
USGS-0728864988,-90.840376,33.406784,8030207,Big Sunflower,"BOGUE PHALIA BL ELIZABETH, MS"
USGS-07288650,-90.847778,33.396667,8030207,Big Sunflower,"BOGUE PHALIA NR LELAND, MS"
USGS-07288655,-90.78482,33.233732,8030207,Big Sunflower,"BOGUE PHALIA AT DARLOVE, MS"
USGS-07288656,-90.731762,33.254288,8030207,Big Sunflower,"BOGUE PHALIA NEAR DARLOVE, MS"
USGS-07288680,-90.686206,33.184012,8030207,Big Sunflower,"BIG SUNFLOWER RIVER AT LITTLE CALLAO LANDING, MS"
USGS-07288700,-90.777876,32.971794,8030207,Big Sunflower,"BIG SUNFLOWER RIVER NR ANGUILLA, MS"
USGS-07288711,-90.835547,32.886775,8030207,Big Sunflower,"ROLLING FORK CREEK NEAR ROLLING FORK, MS"
USGS-07288720,-90.718889,32.813611,8030207,Big Sunflower,"BIG SUNFLOWER RIVER AT HOLLY BLUFF, MS"
USGS-0728872008,-90.69593,32.869019,8030207,Big Sunflower,"SILVER CREEK NR BAYLAND, MS"
USGS-0728875070,-90.891944,33.401111,8030207,Big Sunflower,"DEER CREEK EAST OF LELAND, MS"
USGS-0728875080,-90.891944,33.400833,8030207,Big Sunflower,"DEER CREEK BELOW WEIR AT LELAND, MS"
USGS-0728875090,-90.890556,33.400556,8030207,Big Sunflower,"DEER CREEK AT JIM HENSON MUSEUM AT LELAND, MS"
USGS-07288751,-90.889444,33.4,8030207,Big Sunflower,"DEER CREEK AT US HIGHWAY 82 AT LELAND, MS"
USGS-07288768,-90.850655,33.169567,8030207,Big Sunflower,"DEER CREEK AT HOLLANDALE, MS"
USGS-07288770,-90.846489,33.149845,8030207,Big Sunflower,"DEER CREEK NR HOLLANDALE, MS"
USGS-0728879790,-90.881213,32.706522,8030207,Big Sunflower,"FALSE RIVER NEAR ONWARD, MS"
USGS-07288798,-90.8176,32.6943,8030207,Big Sunflower,"LITTLE SUNFLOWER RIVER NR VALLEY PARK, MS"
USGS-324444090540101,-90.90038,32.745687,8030207,Big Sunflower,J0059  SHARKEY
USGS-324730090521301,-90.867046,32.79152,8030207,Big Sunflower,G0053  SHARKEY
USGS-324749090553101,-90.925381,32.797075,8030207,Big Sunflower,G0044  SHARKEY
USGS-324806090553601,-90.925372,32.804964,8030207,Big Sunflower,G0028  SHARKEY
USGS-324819090552401,-90.923436,32.805408,8030207,Big Sunflower,G0041  SHARKEY
USGS-324842090425001,-90.716208,32.81152,8030207,Big Sunflower,H0022  SHARKEY
USGS-324904090423201,-90.714541,32.826242,8030207,Big Sunflower,J0033  YAZOO
USGS-324909090421200,-90.702875,32.819298,8030207,Big Sunflower,SILVER CREEK AT HOLLY BLUFF MS
USGS-324915090424501,-90.710175,32.820797,8030207,Big Sunflower,J0005  YAZOO
USGS-324930090484001,-90.811211,32.82513,8030207,Big Sunflower,H0004  SHARKEY
USGS-324958090454801,-90.776764,32.996515,8030207,Big Sunflower,C0082  SHARKEY
USGS-325132090394201,-90.661763,32.85902,8030207,Big Sunflower,E0030  YAZOO
USGS-325152090531203,-90.838989,32.862351,8030207,Big Sunflower,E0026  SHARKEY
USGS-325315090380201,-90.635651,32.871797,8030207,Big Sunflower,E0024  YAZOO
USGS-325317090511701,-90.849823,32.887351,8030207,Big Sunflower,F0021  SHARKEY
USGS-325335090383501,-90.641361,32.894636,8030207,Big Sunflower,E0019  YAZOO
USGS-325355090471801,-90.788432,32.89874,8030207,Big Sunflower,F0022  SHARKEY
USGS-325427090524500,-90.879167,32.9075,8030207,Big Sunflower,"DEER CREEK AT ROLLING FORK, MS"
USGS-325436090521401,-90.87165,32.912128,8030207,Big Sunflower,E0004  SHARKEY
USGS-325438090521601,-90.875222,32.907808,8030207,Big Sunflower,E0015  SHARKEY
USGS-325449090451700,-90.75482,32.913739,8030207,Big Sunflower,"BIG SUNFLOWER R BL H.B. CUTOFF NR ROLLING FORK, MS"
USGS-325608090484801,-90.813432,32.935683,8030207,Big Sunflower,C0088  SHARKEY
USGS-325616090461600,-90.771209,32.937905,8030207,Big Sunflower,"BIG SUFLOWER R AT B.E. LANDING NR ROLLING FORK, MS"
USGS-325627090481501,-90.798154,32.947072,8030207,Big Sunflower,C0097  SHARKEY
USGS-325632090484601,-90.817321,32.943461,8030207,Big Sunflower,C0051  SHARKEY
USGS-325632090500901,-90.835933,32.942349,8030207,Big Sunflower,C0118  SHARKEY
USGS-325637090434100,-90.727956,32.943672,8030207,Big Sunflower,"DOWLING BAYOU NEAR ANGUILLA, MS"
USGS-325708090330401,-90.551204,32.952352,8030207,Big Sunflower,L0064  HUMPHREYS
USGS-325738090412900,-90.691389,32.960556,8030207,Big Sunflower,"DOWLING BAYOU SW OF LOUISE, MS"
USGS-325817090464201,-90.778333,32.971389,8030207,Big Sunflower,C2027  SHARKEY (Anguilla)
USGS-325817090464204,-90.778333,32.971389,8030207,Big Sunflower,C2027B  SHARKEKY
USGS-325817090464210,-90.778333,32.971389,8030207,Big Sunflower,C2027C  SHARKEY
USGS-325820090473401,-90.791765,32.972905,8030207,Big Sunflower,C0007  SHARKEY
USGS-325821090502300,-90.839722,32.9725,8030207,Big Sunflower,"DEER CREEK AT ANGUILLA, MS"
USGS-325825090495001,-90.829775,32.973667,8030207,Big Sunflower,C0022  SHARKEY
USGS-325828090404801,-90.680096,32.974572,8030207,Big Sunflower,D0028  SHARKEY
USGS-325841090352201,-90.589538,32.978184,8030207,Big Sunflower,K0156  HUMPHREYS
USGS-325901090465500,-90.778333,32.982222,8030207,Big Sunflower,JAYNES BAYOU AT MOUTH NEAR ANGUILLA MS
USGS-325902090303302,-90.592411,32.983167,8030207,Big Sunflower,K0011  HUMPHREYS
USGS-325920090372501,-90.622872,32.984572,8030207,Big Sunflower,K0025  HUMPHREYS
USGS-330023090310501,-90.518147,33.006517,8030207,Big Sunflower,L0023  HUMPHREYS
USGS-330028090511000,-90.852778,33.007778,8030207,Big Sunflower,"DEER CREEK NR NITTA YUMA, MS"
USGS-330030090481301,-90.80371,33.008459,8030207,Big Sunflower,A0086  SHARKEY
USGS-330053090364501,-90.61565,33.016516,8030207,Big Sunflower,H0052  HUMPHREYS
USGS-330155090470301,-90.784265,33.03207,8030207,Big Sunflower,A0090  SHARKEY
USGS-330222090405201,-90.681207,33.039571,8030207,Big Sunflower,B0045  SHARKEY
USGS-330224090413501,-90.693151,33.040126,8030207,Big Sunflower,B0010  SHARKEY
USGS-330236090420100,-90.700374,33.043459,8030207,Big Sunflower,"BIG SUNFLOWER RIVER NR DELTA CITY, MS"
USGS-330238090500200,-90.833889,33.043889,8030207,Big Sunflower,"DEER CREEK AT VICKLAND, MS"
USGS-330246090465301,-90.781487,33.046236,8030207,Big Sunflower,A0006  SHARKEY
USGS-330332090324601,-90.546203,33.059016,8030207,Big Sunflower,J0094  HUMPHREYS
USGS-330414090514400,-90.862222,33.070556,8030207,Big Sunflower,"DEER CREEK AT PANTHER BURN, MS"
USGS-330428090484301,-90.803432,33.073736,8030207,Big Sunflower,A0064  SHARKEY
USGS-330511090431201,-90.720096,33.086514,8030207,Big Sunflower,B0058  SHARKEY
USGS-330537090382901,-90.641483,33.093736,8030207,Big Sunflower,H0036  HUMPHREYS
USGS-330552090472901,-90.791487,33.097902,8030207,Big Sunflower,P0030  WASHINGTON
USGS-330600090473301,-90.792598,33.100124,8030207,Big Sunflower,P0120  WASHINGTON
USGS-330630090430501,-90.712318,33.110124,8030207,Big Sunflower,Q0059  WASHINGTON
USGS-330632090523900,-90.8775,33.108889,8030207,Big Sunflower,"DEER CREEK AT PERCY, MS"
USGS-330701090414701,-90.696484,33.117069,8030207,Big Sunflower,Q0035  WASHINGTON
USGS-330701090515302,-90.864822,33.117068,8030207,Big Sunflower,O0018  WASHINGTON
USGS-330706090305201,-90.514535,33.118459,8030207,Big Sunflower,F0155  HUMPHREYS
USGS-330707090423201,-90.708985,33.118735,8030207,Big Sunflower,Q0018  WASHINGTON
USGS-330724090415801,-90.701762,33.123458,8030207,Big Sunflower,Q0034  WASHINGTON
USGS-330730090431300,-90.720278,33.125,8030207,Big Sunflower,"MURPHY BAYOU AT MURPHY, MS"
USGS-330732090341501,-90.570925,33.125681,8030207,Big Sunflower,E0012  HUMPHREYS
USGS-330738090305801,-90.516202,33.127348,8030207,Big Sunflower,F0026  HUMPHREYS
USGS-330810090322601,-90.540647,33.136236,8030207,Big Sunflower,F0087  HUMPHREYS
USGS-330841090474201,-90.793154,33.139567,8030207,Big Sunflower,P0062  WASHINGTON
USGS-330843090354901,-90.598982,33.142347,8030207,Big Sunflower,E0119  HUMPHREYS
USGS-330934090311301,-90.520368,33.159569,8030207,Big Sunflower,F0021  HUMPHREYS
USGS-330957090424801,-90.713429,33.165956,8030207,Big Sunflower,Q0067  WASHINGTON
USGS-331003090484701,-90.813154,33.167622,8030207,Big Sunflower,P0004  WASHINGTON
USGS-331010090362401,-90.606759,33.169568,8030207,Big Sunflower,E0184  HUMPHREYS
USGS-331022090490701,-90.818889,33.173056,8030207,Big Sunflower,P0081  WASHINGTON
USGS-331026090470701,-90.782875,33.172345,8030207,Big Sunflower,P0080  WASHINGTON
USGS-331037090395801,-90.666205,33.177068,8030207,Big Sunflower,E0093  HUMPHREYS
USGS-331037090404501,-90.679133,33.177,8030207,Big Sunflower,E0189  HUMPHREYS
USGS-331038090403501,-90.676483,33.177345,8030207,Big Sunflower,E0013  HUMPHREYS
USGS-331054090481601,-90.800931,33.183455,8030207,Big Sunflower,P0118  WASHINGTON
USGS-331104090443401,-90.734263,33.184011,8030207,Big Sunflower,Q0098  WASHINGTON
USGS-331108090510902,-90.851322,33.18505,8030207,Big Sunflower,M0062  WASHINGTON
USGS-331120090413001,-90.689261,33.185678,8030207,Big Sunflower,M0044  WASHINGTON
USGS-331127090512600,-90.857222,33.190833,8030207,Big Sunflower,"DEER CREEK NORTH OF HOLLANDALE, MS"
USGS-331128090440801,-90.735652,33.191233,8030207,Big Sunflower,M0150  WASHINGTON
USGS-331130090462101,-90.772597,33.191789,8030207,Big Sunflower,M0050  WASHINGTON
USGS-331155090320301,-90.534257,33.198735,8030207,Big Sunflower,C0002  HUMPHREYS
USGS-331157090403501,-90.676205,33.202345,8030207,Big Sunflower,B0134  HUMPHREYS
USGS-331248090514901,-90.863711,33.213454,8030207,Big Sunflower,L0030  WASHINGTON
USGS-331302090485901,-90.813278,33.215997,8030207,Big Sunflower,M0153  WASHINGTON
USGS-331304090521800,-90.871667,33.217778,8030207,Big Sunflower,"DEER CREEK AT ESTILL, MS"
USGS-331319090333901,-90.560924,33.222068,8030207,Big Sunflower,B0160  HUMPHREYS
USGS-331319090343501,-90.57648,33.222067,8030207,Big Sunflower,B0197  HUMPHREYS
USGS-331340090464101,-90.778153,33.227899,8030207,Big Sunflower,M0015  WASHINGTON
USGS-331344090383501,-90.642303,33.227414,8030207,Big Sunflower,Well B0039  Humphreys County MS
USGS-331356090344401,-90.57898,33.232345,8030207,Big Sunflower,B0009  HUMPHREYS
USGS-331417090315101,-90.530923,33.238179,8030207,Big Sunflower,C0083  HUMPHREYS
USGS-331432090400301,-90.667594,33.242344,8030207,Big Sunflower,B0122  HUMPHREYS
USGS-331432090435300,-90.731944,33.2375,8030207,Big Sunflower,"BIG SUNFLOWER RIVER BL BOGUE PHALIA NR DARLOVE, MS"
USGS-331436090341401,-90.570647,33.243456,8030207,Big Sunflower,B0199  HUMPHREYS
USGS-331457090453801,-90.757041,33.249843,8030207,Big Sunflower,M0124  WASHINGTON
USGS-331538090354401,-90.595647,33.260678,8030207,Big Sunflower,B0012  HUMPHREYS
USGS-331545090352701,-90.594403,33.260775,8030207,Big Sunflower,B0021  HUMPHREYS
USGS-331552090481101,-90.803153,33.263176,8030207,Big Sunflower,M0087  WASHINGTON
USGS-331610090484901,-90.813709,33.269565,8030207,Big Sunflower,M0023  WASHINGTON
USGS-331619090522201,-90.872878,33.272064,8030207,Big Sunflower,L0072  WASHINGTON
USGS-331624090511601,-90.854544,33.273453,8030207,Big Sunflower,J0006  WASHINGTON
USGS-331625090474601,-90.796209,33.273731,8030207,Big Sunflower,J0007  WASHINGTON
USGS-331637090432700,-90.724262,33.277065,8030207,Big Sunflower,"BIG SUNFLOWER RIVER BELOW KINLOCK, MS"
USGS-331646090495001,-90.830654,33.279564,8030207,Big Sunflower,J0060  WASHINGTON
USGS-331652090323101,-90.542034,33.281233,8030207,Big Sunflower,A0013  HUMPHREYS
USGS-331820090442901,-90.737595,33.309286,8030207,Big Sunflower,S0073  SUNFLOWER
USGS-331841090462401,-90.77343,33.311508,8030207,Big Sunflower,J0018  WASHINGTON
USGS-331848090384101,-90.646204,33.314287,8030207,Big Sunflower,T0094  SUNFLOWER
USGS-331938090400201,-90.66926,33.326231,8030207,Big Sunflower,S0065  SUNFLOWER
USGS-331938090474401,-90.795653,33.327341,8030207,Big Sunflower,J0014  WASHINGTON
USGS-332002090473401,-90.792875,33.334008,8030207,Big Sunflower,J0061  WASHINGTON
USGS-332008090533200,-90.892222,33.335556,8030207,Big Sunflower,"DEER CREEK NR BURDETTE, MS"
USGS-332012090505701,-90.846488,33.335952,8030207,Big Sunflower,J0050  WASHINGTON
USGS-332020090465101,-90.78093,33.339008,8030207,Big Sunflower,J0017  WASHINGTON
USGS-332021090463901,-90.777596,33.339286,8030207,Big Sunflower,J0016  WASHINGTON
USGS-332054090362701,-90.607591,33.348454,8030207,Big Sunflower,T0001  SUNFLOWER
USGS-332056090473801,-90.793986,33.349008,8030207,Big Sunflower,J0005  WASHINGTON
USGS-332110090354001,-90.594535,33.352898,8030207,Big Sunflower,T0015  SUNFLOWER
USGS-332111090475701,-90.799264,33.353174,8030207,Big Sunflower,J0011  WASHINGTON
USGS-332119090340901,-90.561757,33.34901,8030207,Big Sunflower,T0081  SUNFLOWER
USGS-332154090403301,-90.675926,33.365119,8030207,Big Sunflower,P0008  SUNFLOWER
USGS-332217090482701,-90.807597,33.371507,8030207,Big Sunflower,F0011  WASHINGTON
USGS-332233090383401,-90.64287,33.374564,8030207,Big Sunflower,Q0131  SUNFLOWER
USGS-332239090504901,-90.847043,33.377618,8030207,Big Sunflower,F0019  WASHINGTON
USGS-332248090523701,-90.8726,33.380395,8030207,Big Sunflower,E0103  WASHINGTON
USGS-332249090542600,-90.907222,33.380278,8030207,Big Sunflower,"DEER CREEK SOUTH OF LELAND, MS"
USGS-332320090461401,-90.770651,33.389007,8030207,Big Sunflower,F0110  WASHINGTON
USGS-332348090505301,-90.848056,33.396667,8030207,Big Sunflower,F0195  WASHINGTON (Leland)
USGS-332350090524101,-90.878156,33.39734,8030207,Big Sunflower,E0007  WASHINGTON
USGS-332404090495301,-90.831487,33.401229,8030207,Big Sunflower,F0008  WASHINGTON
USGS-332414090531101,-90.886489,33.404006,8030207,Big Sunflower,E0024  WASHINGTON
USGS-332432090320001,-90.524255,33.411231,8030207,Big Sunflower,R0117  SUNFLOWER
USGS-332432090534901,-90.894289,33.409914,8030207,Big Sunflower,E0046  WASHINGTON
USGS-332435090542901,-90.909289,33.410983,8030207,Big Sunflower,E0039  WASHINGTON
USGS-332437090350001,-90.582312,33.410953,8030207,Big Sunflower,Q0067  SUNFLOWER
USGS-332438090505501,-90.84871,33.410673,8030207,Big Sunflower,F0021  WASHINGTON
USGS-332440090502001,-90.839444,33.411111,8030207,Big Sunflower,"F0146 GWSW ACTTR2-1-4 PIEZ DPOINT AT LELAND, MS"
USGS-332440090502111,-90.839167,33.411111,8030207,Big Sunflower,"F0137c GWSW ACTTR2-1-3-C TEMP LOGGER AT LELAND, MS"
USGS-332440090502195,-90.839167,33.411111,8030207,Big Sunflower,"F0135  GWSW ACTTR2-1-1 PIEZ DPOINT AT LELAND, MS"
USGS-332440090502196,-90.839167,33.411111,8030207,Big Sunflower,"F0136  GWSW ACTTR2-1-2 PIEZ DPOINT AT LELAND, MS"
USGS-332440090502197,-90.839167,33.411111,8030207,Big Sunflower,"F0137  GWSW ACTTR2-1-3 PIEZ DPOINT AT LELAND, MS"
USGS-332440090502201,-90.838889,33.411111,8030207,Big Sunflower,"F0147  GWSW ACTTR2-1-5 PIEZ DPOINT AT LELAND, MS"
USGS-332440090502204,-90.839444,33.411111,8030207,Big Sunflower,"F0147a GWSW ACTTR2-1-5-A AT LELAND, MS"
USGS-332440090543600,-90.91,33.411111,8030207,Big Sunflower,"DEER CREEK SOUTH OF STONEVILLE, MS"
USGS-332443090502301,-90.839722,33.411944,8030207,Big Sunflower,"F0142  ACTFS1 NEAR LELAND, MS"
USGS-332443090502302,-90.839722,33.411944,8030207,Big Sunflower,"F0142b ACTFS1B @ HWY 82 BRIDGE NR LELAND, MS"
USGS-332443090502501,-90.840278,33.411944,8030207,Big Sunflower,"F0143  ACTFS2 NEAR LELAND, MS"
USGS-332443090502502,-90.840278,33.411944,8030207,Big Sunflower,"F0143b ACTFS2B AT HWY 82 BRIDGE NEAR LELAND, MS"
USGS-332443090502701,-90.840833,33.411944,8030207,Big Sunflower,"F0144  ACTFS3 AT HWY 82 BRIDGE NEAR LELAND, MS"
USGS-332443090502702,-90.840833,33.411944,8030207,Big Sunflower,"F0144b ACTFS3B AT HWY 82 NEAR LELAND, MS"
USGS-332445090501601,-90.837778,33.4125,8030207,Big Sunflower,"F0141  AERIAL RECHARGE ACTAR1 AT HWY 82, MS"
USGS-332445090501602,-90.837778,33.4125,8030207,Big Sunflower,"F0141b ACTAR1B AT HWY 82 NEAR LELAND, MS"
USGS-332515090543400,-90.909444,33.420833,8030207,Big Sunflower,"DEER CREEK AT STONEVILLE, MS"
USGS-332517090543701,-90.910379,33.421506,8030207,Big Sunflower,E0144  WASHINGTON
USGS-332523090542901,-90.908157,33.423172,8030207,Big Sunflower,E0122  WASHINGTON
USGS-332524090523901,-90.882311,33.423797,8030207,Big Sunflower,E0041  WASHINGTON
USGS-332532090545501,-90.915379,33.425672,8030207,Big Sunflower,E0110  WASHINGTON
USGS-332534090544303,-90.912046,33.426228,8030207,Big Sunflower,E0060  WASHINGTON
USGS-332540090543201,-90.90899,33.427894,8030207,Big Sunflower,E0036  WASHINGTON
USGS-332541090503301,-90.845833,33.430556,8030207,Big Sunflower,F0005  WASHINGTON
USGS-332541090552100,-90.9225,33.428056,8030207,Big Sunflower,"DEER CREEK NE OF STONEVILLE, MS"
USGS-332542090543001,-90.908434,33.42845,8030207,Big Sunflower,E0013  WASHINGTON
USGS-332548090521102,-90.869822,33.430117,8030207,Big Sunflower,E0129  WASHINGTON
USGS-332554090503100,-90.842043,33.431784,8030207,Big Sunflower,BOGUE PHALIA NR ELIZABETH              072886499
USGS-332555090393101,-90.658703,33.432063,8030207,Big Sunflower,Q0019  SUNFLOWER
USGS-332621090312601,-90.523977,33.439286,8030207,Big Sunflower,R0011  SUNFLOWER
USGS-332621090533801,-90.893989,33.439283,8030207,Big Sunflower,E0120  WASHINGTON
USGS-332624090423001,-90.717316,33.440118,8030207,Big Sunflower,P0038  SUNFLOWER
USGS-332629090290201,-90.483976,33.441509,8030207,Big Sunflower,R0020  SUNFLOWER
USGS-332637090422301,-90.706482,33.443729,8030207,Big Sunflower,Q0035  SUNFLOWER
USGS-332638090585900,-90.983056,33.443889,8030207,Big Sunflower,"DEER CREEK SE OF METCALFE, MS"
USGS-332639090513501,-90.859821,33.444283,8030207,Big Sunflower,F0022  WASHINGTON
USGS-332645090290001,-90.592408,33.355447,8030207,Big Sunflower,T0020  SUNFLOWER
USGS-332657090383901,-90.644258,33.449285,8030207,Big Sunflower,N0097  SUNFLOWER
USGS-332701090302701,-90.508472,33.449489,8030207,Big Sunflower,R0031  SUNFLOWER
USGS-332723090273001,-90.458975,33.450398,8030207,Big Sunflower,R0145  SUNFLOWER
USGS-332725090280701,-90.468698,33.457064,8030207,Big Sunflower,R0019  SUNFLOWER
USGS-332730090280501,-90.468133,33.458311,8030207,Big Sunflower,R0189  SUNFLOWER
USGS-332734090351101,-90.588423,33.460119,8030207,Big Sunflower,N0084  SUNFLOWER
USGS-332750090505401,-90.850932,33.462616,8030207,Big Sunflower,C0009  WASHINGTON
USGS-332804090442601,-90.745094,33.467061,8030207,Big Sunflower,M0065  SUNFLOWER
USGS-332821090251601,-90.421475,33.466231,8030207,Big Sunflower,J0112  LEFLORE
USGS-332844090370800,-90.618889,33.478889,8030207,Big Sunflower,BEAVER DAM BAYOU NR INDIANOLA MS
USGS-332845090524601,-90.878433,33.473727,8030207,Big Sunflower,B0048  WASHINGTON
USGS-332851090523901,-90.8776,33.480949,8030207,Big Sunflower,B0005  WASHINGTON
USGS-332853090572201,-90.956214,33.481504,8030207,Big Sunflower,B0003  WASHINGTON
USGS-332900090522101,-90.8725,33.483333,8030207,Big Sunflower,B2019  WASHINGTON
USGS-332952090421301,-90.701204,33.499561,8030207,Big Sunflower,M0055  SUNFLOWER
USGS-332958090383001,-90.642035,33.49984,8030207,Big Sunflower,N0046  SUNFLOWER
USGS-333005090494500,-90.829167,33.501389,8030207,Big Sunflower,"LITTLE SUNFLOWER R DIVERSION AT RR NR REDWOOD, MS"
USGS-333016090511501,-90.858154,33.512338,8030207,Big Sunflower,C0050  WASHINGTON
USGS-333031090275101,-90.519532,33.48623,8030207,Big Sunflower,O0107  SUNFLOWER
USGS-333033090482401,-90.800096,33.508449,8030207,Big Sunflower,C0019  WASHINGTON
USGS-333051090283001,-90.477864,33.519008,8030207,Big Sunflower,O0105  SUNFLOWER
USGS-333058090590400,-90.984444,33.516111,8030207,Big Sunflower,"DEER CREEK AT PRISCILLA, MS"
USGS-333118090582401,-90.98816,33.527059,8030207,Big Sunflower,A0127  WASHINGTON
USGS-333128090340601,-90.568146,33.648449,8030207,Big Sunflower,N0064  SUNFLOWER
USGS-333130090214202,-90.361752,33.530119,8030207,Big Sunflower,J0067  LEFLORE
USGS-333136090244900,-90.413697,33.526786,8030207,Big Sunflower,"TURKEY BAYOU NEAR ITTA BENA, MS"
USGS-333141091005500,-91.015278,33.528056,8030207,Big Sunflower,"DEER CREEK AT FORKLAND, MS"
USGS-333145090261901,-90.438611,33.529167,8030207,Big Sunflower,J0196  LEFLORE (Quiver River)
USGS-333150090530400,-90.884444,33.530556,8030207,Big Sunflower,"UNNAMED TRIBUTARY CLEAR CREEK NEAR NAPANEE, MS"
USGS-333224090252801,-90.421197,33.542341,8030207,Big Sunflower,J0072  LEFLORE
USGS-333235090314101,-90.528144,33.543173,8030207,Big Sunflower,O0003  SUNFLOWER
USGS-333241090304401,-90.51231,33.54484,8030207,Big Sunflower,O0005  SUNFLOWER
USGS-333251090323801,-90.543889,33.5475,8030207,Big Sunflower,O2058  SUNFLOWER (Sunflower)
USGS-333251090323804,-90.543889,33.5475,8030207,Big Sunflower,O2058B  SUNFLOWER
USGS-333251091014801,-91.034551,33.545114,8030207,Big Sunflower,R0093  BOLIVAR
USGS-333259090473501,-90.789541,33.549282,8030207,Big Sunflower,T0151  BOLIVAR
USGS-333310090413001,-90.690093,33.551227,8030207,Big Sunflower,J0078  SUNFLOWER
USGS-333326090524601,-90.8801,33.558448,8030207,Big Sunflower,S0090  BOLIVAR
USGS-333328090554800,-90.93,33.557778,8030207,Big Sunflower,CLEAR CREEK NEAR STRINGTOWN MS
USGS-333330090490001,-90.812592,33.558606,8030207,Big Sunflower,T0043  BOLIVAR
USGS-333341091070501,-91.001772,33.56678,8030207,Big Sunflower,R0127  BOLIVAR
USGS-333342090223201,-90.367308,33.562896,8030207,Big Sunflower,F0059  LEFLORE
USGS-333342090231501,-90.387586,33.561785,8030207,Big Sunflower,F0004  LEFLORE
USGS-333353090584301,-90.982049,33.566503,8030207,Big Sunflower,R0142  BOLIVAR
USGS-333353091013600,-91.026667,33.564722,8030207,Big Sunflower,"DEER CREEK NORTH OF FORKLAND, MS"
USGS-333356090355901,-90.565089,33.565117,8030207,Big Sunflower,K0052  SUNFLOWER
USGS-333404090465401,-90.781763,33.567893,8030207,Big Sunflower,T0022  BOLIVAR
USGS-333420090445900,-90.749972,33.572361,8030207,Big Sunflower,"PORTER BAYOU TRIB NO 1 NW OF FRAZIER, MS"
USGS-333437090262601,-90.435087,33.578451,8030207,Big Sunflower,F0053  LEFLORE
USGS-333447091023600,-91.043333,33.579722,8030207,Big Sunflower,"DEER CREEK SE OF SCOTT, MS"
USGS-333519090545101,-90.918158,33.595947,8030207,Big Sunflower,S0065  BOLIVAR
USGS-333535090450801,-90.747317,33.594282,8030207,Big Sunflower,J0057  SUNFLOWER
USGS-333543090513801,-90.862044,33.598725,8030207,Big Sunflower,T0145  BOLIVAR
USGS-333600090281000,-90.469444,33.6,8030207,Big Sunflower,"MCGREGORY BAYOU NR BLAINE, MS"
USGS-333601090450000,-90.750083,33.600528,8030207,Big Sunflower,"PORTER BAYOU NEAR SHAW, MS"
USGS-333618090311301,-90.520367,33.605117,8030207,Big Sunflower,L0020  SUNFLOWER
USGS-333624090313601,-90.529811,33.607339,8030207,Big Sunflower,L0119  SUNFLOWER
USGS-333638090172701,-90.28453,33.609285,8030207,Big Sunflower,G0106  LEFLORE
USGS-333647090280301,-90.469533,33.616506,8030207,Big Sunflower,L0077  SUNFLOWER
USGS-333656090364201,-90.62287,33.610671,8030207,Big Sunflower,K0077  SUNFLOWER
USGS-333701090571100,-90.953064,33.616969,8030207,Big Sunflower,"Ditch to Clear Creek near Benoit, MS"
USGS-333702090571100,-90.953139,33.61725,8030207,Big Sunflower,"Agricultural Field Drainage No.1 near Benoit, MS"
USGS-333729090570301,-90.950833,33.624722,8030207,Big Sunflower,O0169  BOLIVAR
USGS-333731090503701,-90.851211,33.62317,8030207,Big Sunflower,P0136  BOLIVAR
USGS-333750090442701,-90.737595,33.626226,8030207,Big Sunflower,Q0172  BOLIVAR
USGS-333815090514001,-90.8526,33.645114,8030207,Big Sunflower,P0085  BOLIVAR
USGS-333817090375901,-90.624537,33.630949,8030207,Big Sunflower,G0036  SUNFLOWER
USGS-333825090204801,-90.348611,33.6418,8030207,Big Sunflower,C0011  LEFLORE
